257.823,1.836,60.587,191.653,2.470,81.505
256.286,1.847,60.950,190.317,2.487,82.077
257.211,1.840,60.731,189.352,2.500,82.495
263.925,1.794,59.186,192.823,2.455,81.010
259.057,1.827,60.298,189.916,2.492,82.250
257.388,1.839,60.689,195.162,2.425,80.039
256.439,1.846,60.914,192.291,2.462,81.234
254.937,1.857,61.273,207.071,2.286,75.436
257.296,1.840,60.711,193.044,2.452,80.918
257.622,1.837,60.634,193.008,2.453,80.933
