13312.950,0.235,10.572,692.572,4.516,203.217
13823.248,0.226,10.182,667.414,4.686,210.877
14806.359,0.211,9.506,656.129,4.767,214.504
15413.313,0.203,9.131,691.938,4.520,203.403
15304.536,0.204,9.196,697.928,4.481,201.657
15423.448,0.203,9.125,699.618,4.470,201.170
14797.962,0.211,9.511,707.534,4.420,198.919
14467.975,0.216,9.728,664.955,4.703,211.657
14804.868,0.211,9.506,703.939,4.443,199.935
15115.243,0.207,9.311,707.707,4.419,198.871
