3825.50,3.82,45.89,,2985.64,4.90,58.80
3650.01,4.01,48.10,,2937.90,4.98,59.75
3637.04,4.02,48.27,,2717.40,5.38,64.60
3606.47,4.06,48.68,,2736.91,5.35,64.14
3690.08,3.96,47.57,,2754.93,5.31,63.72
3618.52,4.04,48.52,,2734.43,5.35,64.20
3927.22,3.73,44.70,,3053.92,4.79,57.48
3635.61,4.02,48.29,,2734.18,5.35,64.21
3594.86,4.07,48.83,,2794.03,5.24,62.83
3629.37,4.03,48.37,,2736.34,5.35,64.16
