18125.45,0.81,9.69,1326.00,11.03,132.39
18766.17,0.78,9.36,1300.15,11.25,135.03
17959.30,0.82,9.78,1299.66,11.26,135.08
18150.53,0.81,9.67,1301.58,11.24,134.88
18265.54,0.80,9.61,1317.58,11.10,133.24
17907.53,0.82,9.80,1359.17,10.76,129.16
17897.24,0.82,9.81,1293.90,11.31,135.68
17980.72,0.81,9.76,1289.28,11.35,136.16
18099.14,0.81,9.70,1301.40,11.24,134.90
18416.14,0.79,9.53,1364.56,10.72,128.65
